avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_SUCCESS,step,task_type
6.088888888888889,3.3777777777777778,0,120,15,135,0,0.8888888888888888,0.1111111111111111,5000,s1s3
5.681481481481481,2.9703703703703703,19,86,30,135,0.14074074074074075,0.6370370370370371,0.2222222222222222,10000,s1s3
